<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GAZP 60 20220906 150000 249.3600000 249.3800000 245.0800000 245.7000000 10354340
GAZP 60 20220906 160000 245.7100000 246.4800000 241.0000000 244.6000000 14647770
GAZP 60 20220906 170000 244.6200000 246.8300000 243.1200000 246.6000000 6677700
GAZP 60 20220906 180000 246.6000000 247.8300000 246.1000000 246.6900000 3975090
GAZP 60 20220906 190000 246.6800000 246.8500000 245.4100000 246.0000000 1922010
GAZP 60 20220907 110000 245.8000000 245.8000000 242.5200000 245.2700000 7855930
GAZP 60 20220907 120000 245.2300000 245.7800000 244.0100000 244.4600000 2975550
GAZP 60 20220907 130000 244.4600000 244.9800000 243.0100000 243.9800000 3080610
GAZP 60 20220907 140000 243.9800000 244.9200000 243.8000000 244.7200000 1233950
GAZP 60 20220907 150000 244.8000000 245.5700000 243.8000000 244.5000000 2306580
GAZP 60 20220907 160000 244.5000000 245.0300000 243.6000000 244.3200000 2351290
GAZP 60 20220907 170000 244.3100000 244.4400000 242.7000000 243.0000000 3042650
GAZP 60 20220907 180000 243.0100000 243.4900000 241.6300000 242.3100000 5237180
GAZP 60 20220907 190000 242.3300000 242.4900000 241.5500000 241.5500000 3343470
GAZP 60 20220908 110000 241.5500000 242.3000000 238.5600000 238.8000000 12030500
GAZP 60 20220908 120000 238.8300000 240.1500000 237.8400000 239.4200000 7197970
GAZP 60 20220908 130000 239.4200000 241.6200000 239.4000000 240.4800000 3591830
GAZP 60 20220908 140000 240.4500000 240.7700000 240.0000000 240.3800000 1128430
GAZP 60 20220908 150000 240.2900000 241.4900000 240.2300000 240.4200000 1397050
GAZP 60 20220908 160000 240.4800000 240.7800000 239.0000000 239.2900000 2168870
GAZP 60 20220908 170000 239.3400000 240.5000000 239.2600000 240.1600000 1485910
GAZP 60 20220908 180000 240.1600000 240.5000000 239.5000000 240.0500000 1229120
GAZP 60 20220908 190000 240.0500000 245.3000000 239.9400000 243.9500000 8818470
GAZP 60 20220909 110000 244.4100000 244.7300000 242.7300000 243.2200000 5204370
GAZP 60 20220909 120000 243.2400000 244.3600000 242.1600000 243.6800000 4258840
GAZP 60 20220909 130000 243.6800000 244.0000000 242.6800000 243.2400000 1562860
GAZP 60 20220909 140000 243.2300000 243.8700000 243.1000000 243.6700000 1097480
GAZP 60 20220909 150000 243.6900000 244.3600000 243.4100000 243.5500000 1349790
GAZP 60 20220909 160000 243.5800000 244.1600000 243.2000000 244.1100000 1164810
GAZP 60 20220909 170000 244.1000000 247.2000000 243.9200000 245.5000000 8389400
GAZP 60 20220909 180000 245.4900000 246.2400000 245.4000000 246.2000000 2009040
GAZP 60 20220909 190000 246.2000000 246.2100000 245.3100000 245.3400000 2123240
GAZP 60 20220912 110000 243.9800000 247.0000000 241.0600000 245.7600000 10440040
GAZP 60 20220912 120000 245.7600000 246.2400000 244.7100000 245.4800000 2968450
GAZP 60 20220912 130000 245.4800000 246.0000000 244.8700000 245.0600000 2257540
GAZP 60 20220912 140000 245.0500000 245.1000000 243.3000000 244.2000000 4539530
GAZP 60 20220912 150000 244.2200000 244.7000000 243.7000000 244.2100000 1219560
GAZP 60 20220912 160000 244.2200000 244.9500000 244.1900000 244.4100000 1472260
GAZP 60 20220912 170000 244.4000000 244.7800000 242.8000000 242.9300000 3143340
GAZP 60 20220912 180000 242.9300000 243.7900000 242.6700000 243.5000000 1688370
GAZP 60 20220912 190000 243.5500000 243.5500000 242.5100000 242.9800000 1954060
GAZP 60 20220912 200000 242.9900000 243.3000000 242.5100000 243.1300000 344250
GAZP 60 20220912 210000 243.1500000 243.1800000 242.5100000 242.8600000 498130
GAZP 60 20220912 220000 242.7600000 243.1800000 242.5000000 243.1800000 210760
GAZP 60 20220912 230000 243.1800000 243.3700000 243.0400000 243.2300000 171560
GAZP 60 20220913 000000 243.2500000 243.4600000 243.1800000 243.3000000 253530
GAZP 60 20220913 110000 243.9000000 244.0000000 242.4600000 243.3000000 3544410
GAZP 60 20220913 120000 243.3500000 243.3700000 242.6100000 243.0000000 954800
GAZP 60 20220913 130000 243.0100000 245.0000000 243.0000000 244.8000000 3218600
GAZP 60 20220913 140000 244.8200000 245.2900000 244.0200000 244.4400000 1966950
GAZP 60 20220913 150000 244.3600000 245.0000000 244.3200000 244.8100000 1090620
GAZP 60 20220913 160000 244.8100000 245.0000000 242.0000000 242.3000000 3640710
GAZP 60 20220913 170000 242.2400000 243.2000000 241.8000000 242.8800000 3747960
GAZP 60 20220913 180000 242.8800000 243.4000000 242.4900000 242.9000000 1658720
GAZP 60 20220913 190000 242.9000000 243.2900000 242.7900000 243.0000000 711100
GAZP 60 20220913 200000 243.0000000 243.1000000 242.6000000 242.8700000 194860
GAZP 60 20220913 210000 242.8100000 243.0900000 242.5100000 242.7300000 277750
GAZP 60 20220913 220000 242.7400000 242.8000000 242.4100000 242.4100000 255000
GAZP 60 20220913 230000 242.5100000 242.8000000 242.3000000 242.7800000 210170
GAZP 60 20220914 000000 242.7800000 242.9900000 242.5000000 242.6400000 143790
GAZP 60 20220914 110000 242.2900000 242.7500000 240.0000000 240.7600000 6798050
GAZP 60 20220914 120000 240.7700000 241.7500000 240.5000000 241.6500000 1775780
GAZP 60 20220914 130000 241.6600000 241.6600000 240.4000000 240.7000000 1393420
GAZP 60 20220914 140000 240.6600000 240.9500000 240.2600000 240.6900000 1304550
GAZP 60 20220914 150000 240.6800000 240.9500000 240.5000000 240.5100000 703910
GAZP 60 20220914 160000 240.5500000 241.5000000 240.3000000 241.4000000 1373250
GAZP 60 20220914 170000 241.4200000 242.4000000 241.1000000 241.9600000 1598160
GAZP 60 20220914 180000 241.9400000 242.3500000 241.2900000 242.1700000 1489810
GAZP 60 20220914 190000 242.1500000 243.3900000 241.7700000 243.3900000 2042370
GAZP 60 20220914 200000 243.1900000 243.2200000 242.6500000 242.8000000 376330
GAZP 60 20220914 210000 242.8000000 242.9600000 242.5000000 242.6500000 253930
GAZP 60 20220914 220000 242.5200000 243.3900000 242.5000000 243.0200000 344750
GAZP 60 20220914 230000 243.0300000 243.2000000 242.9500000 243.1500000 182400
GAZP 60 20220915 000000 243.1100000 243.3700000 243.1000000 243.3200000 176850
GAZP 60 20220915 110000 243.3300000 244.0100000 242.4900000 242.8000000 4744910
GAZP 60 20220915 120000 242.8600000 243.6000000 242.5300000 242.7100000 2893030
GAZP 60 20220915 130000 242.7100000 243.0000000 242.1000000 242.6500000 1409560
GAZP 60 20220915 140000 242.5800000 242.6500000 241.9100000 242.4300000 1300890
GAZP 60 20220915 150000 242.4300000 242.8400000 242.1500000 242.5600000 1063250
GAZP 60 20220915 160000 242.5500000 244.3000000 242.5100000 243.9000000 4809700
GAZP 60 20220915 170000 243.9000000 243.9000000 242.9100000 243.0500000 2196230
GAZP 60 20220915 180000 243.0500000 243.6500000 243.0000000 243.5900000 696070
GAZP 60 20220915 190000 243.5800000 243.9000000 243.0300000 243.9000000 1846170
GAZP 60 20220915 200000 243.3600000 243.9500000 243.3600000 243.6800000 196450
GAZP 60 20220915 210000 243.6800000 243.9900000 243.5000000 243.9000000 218850
GAZP 60 20220915 220000 243.9000000 244.2000000 243.8000000 244.1500000 255680
GAZP 60 20220915 230000 244.1500000 244.1900000 243.3600000 243.6700000 412190
GAZP 60 20220916 000000 243.5900000 243.9500000 243.5800000 243.6800000 106910
GAZP 60 20220916 110000 243.6700000 244.3400000 243.0100000 243.3000000 2123650
GAZP 60 20220916 120000 243.3400000 246.5000000 243.1000000 246.4000000 5056980
GAZP 60 20220916 130000 246.4000000 248.2000000 246.0000000 247.4500000 9915810
GAZP 60 20220916 140000 247.4500000 247.6000000 244.6500000 244.6500000 4378020
GAZP 60 20220916 150000 244.7000000 245.1000000 241.8300000 242.8700000 7275540
GAZP 60 20220916 160000 242.8600000 243.1900000 241.8300000 242.6100000 2669330
GAZP 60 20220916 170000 242.6100000 243.2000000 242.2500000 242.5600000 1583470
GAZP 60 20220916 180000 242.5000000 243.1100000 242.3200000 242.8500000 1028650
GAZP 60 20220916 190000 242.9400000 243.5500000 242.3000000 243.5500000 1666970
GAZP 60 20220916 200000 243.1000000 243.3900000 242.9100000 243.1500000 365660
GAZP 60 20220916 210000 243.1500000 243.3500000 243.0200000 243.2800000 295440
GAZP 60 20220916 220000 243.2800000 243.3000000 242.8500000 243.2500000 361730
GAZP 60 20220916 230000 243.2100000 243.3200000 243.0600000 243.2200000 210060
GAZP 60 20220917 000000 243.2200000 243.8800000 243.1200000 243.8000000 407260
GAZP 60 20220919 110000 243.2000000 245.9100000 242.7100000 244.7600000 6323990
GAZP 60 20220919 120000 244.7600000 245.0000000 244.2500000 244.8000000 2309030
GAZP 60 20220919 130000 244.8000000 244.8400000 243.5300000 243.5900000 1865160
GAZP 60 20220919 140000 243.5600000 244.2400000 243.5000000 243.9100000 1209600
GAZP 60 20220919 150000 243.9200000 244.5300000 243.8300000 244.5000000 921100
GAZP 60 20220919 160000 244.4900000 245.2500000 243.8500000 244.0000000 2505950
GAZP 60 20220919 170000 244.0000000 244.5600000 243.8500000 244.1400000 1556840
GAZP 60 20220919 180000 244.1100000 244.4500000 243.2000000 243.7600000 1848990
GAZP 60 20220919 190000 243.7600000 243.9900000 243.1000000 243.4300000 1585660
GAZP 60 20220919 200000 243.4300000 243.7400000 243.4300000 243.6500000 197160
GAZP 60 20220919 210000 243.6500000 243.8000000 243.6200000 243.8000000 189360
GAZP 60 20220919 220000 243.8000000 244.5900000 243.7700000 244.5900000 482720
GAZP 60 20220919 230000 244.5400000 244.8000000 244.1300000 244.2700000 166570
GAZP 60 20220920 000000 244.3600000 244.4800000 244.2100000 244.2100000 114030
GAZP 60 20220920 110000 242.3500000 243.4500000 238.5800000 239.1800000 12804640
GAZP 60 20220920 120000 239.2000000 240.9300000 238.5800000 240.8500000 7176780
GAZP 60 20220920 130000 240.9000000 241.0200000 236.2200000 237.4000000 9204230
GAZP 60 20220920 140000 237.4000000 238.3800000 231.8000000 233.9000000 17334210
GAZP 60 20220920 150000 233.9000000 234.3000000 224.2000000 224.2600000 22765370
GAZP 60 20220920 160000 224.2600000 232.8400000 200.0100000 230.4900000 63628890
GAZP 60 20220920 170000 230.4900000 231.6000000 226.6400000 228.3000000 11660160
GAZP 60 20220920 180000 228.0200000 228.3200000 220.3100000 223.8000000 16671060
GAZP 60 20220920 190000 223.7900000 226.0600000 218.2100000 218.2100000 13881640
GAZP 60 20220920 200000 218.4000000 222.6000000 210.0200000 216.0300000 13135050
GAZP 60 20220920 210000 215.8600000 223.6900000 215.3200000 219.7700000 7225860
GAZP 60 20220920 220000 219.5300000 228.4200000 219.2600000 225.9300000 8344920
GAZP 60 20220920 230000 225.9300000 227.4500000 220.1000000 223.0100000 6329560
GAZP 60 20220921 000000 223.0000000 223.4800000 220.2700000 221.1500000 2736860
GAZP 60 20220921 110000 196.4900000 213.0000000 192.0000000 210.2100000 43429430
GAZP 60 20220921 120000 210.2300000 218.7800000 209.0000000 215.0600000 18475310
GAZP 60 20220921 130000 215.0600000 216.4300000 211.6000000 215.8500000 7287860
GAZP 60 20220921 140000 215.9300000 215.9300000 210.0000000 212.3900000 7011520
GAZP 60 20220921 150000 212.3200000 214.9900000 211.5000000 213.9200000 3794460
GAZP 60 20220921 160000 213.9800000 214.7000000 212.8000000 214.0800000 2070850
GAZP 60 20220921 170000 214.1600000 217.9000000 214.0000000 217.0300000 5490330
GAZP 60 20220921 180000 217.0700000 217.6800000 214.7100000 214.9400000 4469020
GAZP 60 20220921 190000 214.9200000 215.4700000 213.5000000 213.5000000 2181450
GAZP 60 20220921 200000 214.2500000 215.4500000 213.8000000 215.4500000 764690
GAZP 60 20220921 210000 215.4400000 216.8600000 214.9700000 215.6200000 1161010
GAZP 60 20220921 220000 215.5700000 216.0200000 214.5000000 215.4000000 985970
GAZP 60 20220921 230000 215.4400000 215.7500000 214.7100000 214.8400000 693370
GAZP 60 20220922 000000 214.9000000 215.1900000 214.0000000 214.0700000 402210
GAZP 60 20220922 110000 215.1800000 224.0800000 215.1800000 222.7800000 20783580
GAZP 60 20220922 120000 222.6100000 226.9500000 222.6100000 225.5100000 13231760
GAZP 60 20220922 130000 225.5100000 226.5000000 222.7000000 222.8700000 7695480
GAZP 60 20220922 140000 222.9500000 224.7900000 222.3800000 223.7600000 3218450
GAZP 60 20220922 150000 223.7600000 229.4100000 222.0000000 228.5200000 14783090
GAZP 60 20220922 160000 228.5200000 237.7000000 227.5000000 235.2300000 35802790
GAZP 60 20220922 170000 235.1700000 237.7700000 232.9500000 235.0200000 15106090
GAZP 60 20220922 180000 235.0200000 235.3000000 231.5600000 234.3200000 6084400
GAZP 60 20220922 190000 234.3000000 234.3500000 231.3000000 232.9000000 3473300
GAZP 60 20220922 200000 232.9000000 234.1700000 232.5500000 233.8600000 1090140
GAZP 60 20220922 210000 233.8600000 234.2300000 233.0200000 233.3200000 1175410
GAZP 60 20220922 220000 233.3200000 233.5500000 231.9000000 232.7900000 1661560
GAZP 60 20220922 230000 232.7700000 233.3000000 232.0000000 232.6100000 905620
GAZP 60 20220923 000000 232.5200000 232.6200000 231.0200000 231.4500000 1383580
GAZP 60 20220923 110000 233.4000000 234.5000000 225.1500000 228.8700000 19403290
GAZP 60 20220923 120000 228.7500000 228.9600000 223.1500000 226.1500000 13135850
GAZP 60 20220923 130000 226.1100000 226.8800000 224.7200000 226.3200000 4400120
GAZP 60 20220923 140000 226.3700000 226.8800000 225.1000000 225.4100000 3107110
GAZP 60 20220923 150000 225.4100000 228.0600000 223.7200000 225.8600000 6358520
GAZP 60 20220923 160000 226.0900000 226.9800000 224.1200000 225.3800000 3405280
GAZP 60 20220923 170000 225.4400000 225.6200000 222.6000000 223.3000000 4191900
GAZP 60 20220923 180000 223.2600000 225.9500000 223.1300000 224.4800000 3591270
GAZP 60 20220923 190000 224.5100000 225.3000000 223.7600000 224.2500000 1315970
GAZP 60 20220923 200000 224.2600000 224.8000000 222.8000000 222.8500000 1208440
GAZP 60 20220923 210000 222.8900000 223.6600000 222.2200000 223.2900000 954700
GAZP 60 20220923 220000 223.2800000 224.8900000 223.2200000 224.3500000 737560
GAZP 60 20220923 230000 224.3600000 225.2000000 223.9000000 225.1800000 478690
GAZP 60 20220924 000000 225.1800000 225.2500000 224.1500000 224.8400000 462850
GAZP 60 20220926 110000 219.8700000 221.9000000 208.0000000 216.3400000 25218030
GAZP 60 20220926 120000 216.3400000 218.0000000 208.1000000 210.3500000 13494770
GAZP 60 20220926 130000 210.3600000 212.9400000 208.2000000 208.3200000 11309170
GAZP 60 20220926 140000 208.2600000 212.8700000 200.6200000 211.9900000 18432350
GAZP 60 20220926 150000 212.0100000 214.8000000 210.1300000 211.5500000 6768440
GAZP 60 20220926 160000 211.7200000 213.5000000 210.0000000 212.5800000 5182700
GAZP 60 20220926 170000 212.5700000 216.0000000 212.2400000 214.8900000 9967320
GAZP 60 20220926 180000 214.9900000 215.5000000 211.2600000 212.8400000 3836980
GAZP 60 20220926 190000 212.8200000 213.1000000 211.5200000 211.6500000 2273970
GAZP 60 20220926 200000 211.7800000 212.8500000 211.3500000 211.9900000 713010
GAZP 60 20220926 210000 211.9900000 212.0000000 209.1500000 210.8900000 1417950
GAZP 60 20220926 220000 210.8800000 210.9800000 210.0000000 210.0600000 546490
GAZP 60 20220926 230000 210.0600000 210.1500000 206.7000000 208.3600000 2205230
GAZP 60 20220927 000000 208.3800000 208.7800000 204.1000000 206.0000000 2123580
GAZP 60 20220927 110000 211.2000000 214.7000000 207.7000000 213.0000000 20512890
GAZP 60 20220927 120000 213.1300000 216.0000000 210.2000000 215.3800000 13671180
GAZP 60 20220927 130000 215.3800000 216.7300000 211.0000000 213.2800000 8618690
GAZP 60 20220927 140000 213.1200000 213.4000000 210.6000000 210.6000000 3712030
GAZP 60 20220927 150000 210.7200000 211.2200000 208.4200000 209.0000000 4904100
GAZP 60 20220927 160000 209.0000000 213.4900000 207.1200000 212.8700000 6441440
GAZP 60 20220927 170000 212.8700000 213.1200000 210.1000000 211.5000000 3826500
GAZP 60 20220927 180000 211.5000000 213.8000000 211.1300000 213.2500000 6990920
GAZP 60 20220927 190000 213.2500000 215.2500000 213.2500000 214.2000000 4539620
GAZP 60 20220927 200000 214.9900000 214.9900000 211.0000000 212.8000000 2124010
GAZP 60 20220927 210000 212.8000000 214.3700000 212.4000000 213.9500000 1048220
GAZP 60 20220927 220000 213.9200000 214.3800000 213.5400000 214.2200000 957600
GAZP 60 20220927 230000 214.2200000 217.3400000 213.8100000 216.4000000 2284640
GAZP 60 20220928 000000 216.4000000 217.3600000 216.3800000 217.3000000 1538400
GAZP 60 20220928 110000 216.9700000 223.7000000 214.5000000 221.2600000 21910700
GAZP 60 20220928 120000 221.2200000 221.9800000 218.3000000 220.6000000 7364430
GAZP 60 20220928 130000 220.6000000 221.8300000 217.5600000 217.9000000 3760010
GAZP 60 20220928 140000 217.9000000 219.2800000 215.2100000 215.9000000 5608430
GAZP 60 20220928 150000 215.8800000 218.5900000 215.4000000 217.2600000 3674540
GAZP 60 20220928 160000 217.2600000 219.4300000 216.5700000 217.3600000 3087740
GAZP 60 20220928 170000 217.3600000 217.4000000 208.6600000 211.7000000 21776090
GAZP 60 20220928 180000 211.6900000 214.0000000 211.2000000 213.5600000 4902550
GAZP 60 20220928 190000 213.4500000 213.9300000 211.6000000 212.3400000 2290630
GAZP 60 20220928 200000 212.3400000 213.9000000 211.8100000 213.7300000 1164280
GAZP 60 20220928 210000 213.6900000 214.7700000 213.5500000 214.0600000 982000
GAZP 60 20220928 220000 214.1000000 215.0000000 213.8000000 214.4000000 964340
GAZP 60 20220928 230000 214.3100000 220.0000000 214.1900000 217.9500000 4872820
GAZP 60 20220929 000000 217.9600000 218.1400000 216.7100000 217.3800000 921320
GAZP 60 20220929 110000 219.5000000 220.7800000 213.2400000 216.1200000 10552840
GAZP 60 20220929 120000 216.2400000 217.6400000 215.3100000 216.3000000 4349000
GAZP 60 20220929 130000 216.2600000 216.9700000 215.1500000 215.3000000 2655920
GAZP 60 20220929 140000 215.3600000 215.4300000 210.8000000 213.4500000 8860470
GAZP 60 20220929 150000 213.4600000 213.8500000 210.5100000 212.5100000 4533750
GAZP 60 20220929 160000 212.5600000 214.6700000 211.7000000 213.6400000 2798480
GAZP 60 20220929 170000 213.6400000 218.1200000 213.6300000 216.5900000 5174620
GAZP 60 20220929 180000 216.4300000 216.8000000 213.1500000 216.7800000 3887710
GAZP 60 20220929 190000 216.7900000 217.9000000 215.9900000 217.2600000 3193890
GAZP 60 20220929 200000 217.2600000 224.2800000 217.2600000 222.6900000 11603250
GAZP 60 20220929 210000 222.6900000 224.0000000 222.0000000 223.0000000 4453640
GAZP 60 20220929 220000 223.0000000 223.0000000 221.0100000 222.2900000 2168980
GAZP 60 20220929 230000 222.2800000 223.5600000 221.6500000 223.1000000 1893300
GAZP 60 20220930 000000 223.1000000 226.8000000 222.8000000 226.4600000 3890080
GAZP 60 20220930 110000 231.6800000 235.4900000 189.4200000 225.2900000 68912630
GAZP 60 20220930 120000 225.3700000 230.9000000 204.0200000 219.6400000 32788870
GAZP 60 20220930 130000 219.6300000 238.7200000 217.6400000 225.3800000 53707410
GAZP 60 20220930 140000 225.5000000 225.5000000 212.8100000 215.7500000 30208370
GAZP 60 20220930 150000 215.5300000 218.7000000 212.0000000 214.3000000 12299390
GAZP 60 20220930 160000 214.3000000 222.0000000 211.5400000 219.8700000 17279190
GAZP 60 20220930 170000 219.8700000 222.5000000 215.7000000 219.8000000 11954280
GAZP 60 20220930 180000 219.7000000 219.8700000 214.3000000 216.1400000 8139630
GAZP 60 20220930 190000 216.1400000 216.8700000 215.4000000 216.1100000 2594810
GAZP 60 20220930 200000 216.3500000 219.2000000 215.6400000 217.7600000 3198590
GAZP 60 20220930 210000 217.7600000 218.1000000 217.4700000 217.6900000 924190
GAZP 60 20220930 220000 217.6800000 218.0500000 217.5200000 218.0300000 874220
GAZP 60 20220930 230000 218.0300000 219.0000000 217.8500000 218.7500000 1172580
GAZP 60 20221001 000000 218.7000000 218.7900000 217.5500000 217.7000000 1457550
GAZP 60 20221003 110000 219.0000000 220.5500000 213.6300000 215.0800000 16234110
GAZP 60 20221003 120000 215.0800000 216.7800000 214.9600000 216.3600000 4117860
GAZP 60 20221003 130000 216.3400000 216.4300000 215.4300000 215.8800000 2370840
GAZP 60 20221003 140000 215.8500000 217.7700000 215.5300000 217.1000000 5735090
GAZP 60 20221003 150000 217.1200000 217.4900000 216.5000000 216.9400000 3646090
GAZP 60 20221003 160000 216.9400000 217.2500000 216.0000000 216.5400000 3374950
GAZP 60 20221003 170000 216.5600000 216.6800000 215.8100000 215.9100000 3334480
GAZP 60 20221003 180000 215.9100000 215.9800000 214.5000000 215.3000000 5569930
GAZP 60 20221003 190000 215.3000000 215.3000000 214.8700000 215.1300000 1925180
GAZP 60 20221003 200000 215.5000000 215.7900000 214.8500000 215.2500000 844230
GAZP 60 20221003 210000 215.2200000 215.5000000 214.9000000 215.3500000 1039000
GAZP 60 20221003 220000 215.3500000 216.9200000 215.0300000 216.5000000 1445070
GAZP 60 20221003 230000 216.5100000 216.5800000 215.8400000 216.2800000 469840
GAZP 60 20221004 000000 216.2800000 216.3300000 215.6500000 215.8300000 460640
GAZP 60 20221004 110000 216.4900000 216.7000000 210.5600000 210.8500000 13275630
GAZP 60 20221004 120000 210.8600000 212.0000000 209.6100000 211.7900000 10745330
GAZP 60 20221004 130000 211.7700000 211.9900000 208.8000000 210.4000000 7525550
GAZP 60 20221004 140000 210.4900000 211.2700000 209.8100000 211.0400000 2828080
GAZP 60 20221004 150000 211.0400000 212.7600000 210.2000000 212.5900000 3604650
GAZP 60 20221004 160000 212.5900000 213.1900000 209.3000000 211.3300000 3657200
GAZP 60 20221004 170000 211.3000000 211.5800000 210.0000000 210.5000000 1835720
GAZP 60 20221004 180000 210.5000000 211.4000000 210.0000000 211.1900000 2397070
GAZP 60 20221004 190000 211.1900000 211.9900000 211.1200000 211.3000000 1262590
GAZP 60 20221004 200000 211.6400000 212.2000000 211.2500000 211.8000000 685750
GAZP 60 20221004 210000 211.8100000 211.8900000 211.2700000 211.3700000 409050
GAZP 60 20221004 220000 211.3600000 211.6700000 211.0200000 211.3900000 388050
GAZP 60 20221004 230000 211.3900000 211.4700000 210.4500000 210.5000000 604460
GAZP 60 20221005 000000 210.5000000 210.9900000 210.3500000 210.7200000 498830
GAZP 60 20221005 110000 211.4600000 211.4900000 208.2000000 208.5700000 7826340
GAZP 60 20221005 120000 208.5700000 208.9000000 202.8500000 204.2300000 15643050
GAZP 60 20221005 130000 204.2300000 206.5000000 204.1900000 204.7600000 5472560
GAZP 60 20221005 140000 204.7600000 207.2600000 204.4300000 206.2000000 5817330
GAZP 60 20221005 150000 206.2000000 206.6700000 205.2500000 205.7400000 1901280
GAZP 60 20221005 160000 205.7400000 206.9900000 205.5000000 206.8300000 1811220
GAZP 60 20221005 170000 206.7800000 209.8000000 206.7500000 208.4000000 5030780
GAZP 60 20221005 180000 208.4000000 208.9600000 207.3100000 207.8700000 2453660
GAZP 60 20221005 190000 207.8800000 208.5000000 207.2800000 208.5000000 1384230
GAZP 60 20221005 200000 208.9700000 211.0000000 208.6000000 210.2600000 3012970
GAZP 60 20221005 210000 210.2900000 210.8000000 210.0500000 210.3800000 753950
GAZP 60 20221005 220000 210.3800000 210.4900000 208.7000000 208.7500000 1040310
GAZP 60 20221005 230000 208.7900000 209.8900000 208.6900000 208.6900000 658400
GAZP 60 20221006 000000 208.6900000 209.2000000 208.6000000 209.0500000 353280
GAZP 60 20221006 110000 210.0200000 216.8800000 209.0600000 215.0300000 20056130
GAZP 60 20221006 120000 215.0800000 216.0000000 213.6800000 214.8000000 5896820
GAZP 60 20221006 130000 214.8000000 214.9000000 213.8000000 214.5400000 4276590
GAZP 60 20221006 140000 214.5400000 214.5500000 211.5100000 213.6600000 5511880
GAZP 60 20221006 150000 213.7300000 214.0000000 212.5000000 212.9200000 3011150
GAZP 60 20221006 160000 213.0000000 213.5000000 212.5500000 212.9800000 2042060
GAZP 60 20221006 170000 212.9800000 213.0000000 212.1500000 212.8900000 2521680
GAZP 60 20221006 180000 212.8300000 213.9200000 212.6700000 213.5700000 2718710
GAZP 60 20221006 190000 213.5000000 213.5000000 212.5000000 213.0000000 1588150
GAZP 60 20221006 200000 213.0000000 213.7000000 212.7000000 213.0000000 1012700
GAZP 60 20221006 210000 212.9900000 213.2200000 212.9300000 213.2000000 567540
GAZP 60 20221006 220000 213.2000000 213.5000000 213.0200000 213.0700000 614450
GAZP 60 20221006 230000 213.0700000 213.1500000 212.2000000 212.7800000 1353410
GAZP 60 20221007 000000 212.7000000 213.0000000 212.7000000 212.8600000 447130
GAZP 60 20221007 110000 212.8400000 212.8400000 205.2800000 209.1600000 15561560
GAZP 60 20221007 120000 209.1400000 209.2500000 206.0600000 206.0800000 5845090
GAZP 60 20221007 130000 206.0800000 207.2800000 204.6100000 206.8300000 9044980
GAZP 60 20221007 140000 206.9000000 207.6900000 206.7000000 207.1800000 3749190
GAZP 60 20221007 150000 207.1600000 208.0000000 206.8600000 207.9000000 4315350
GAZP 60 20221007 160000 207.8600000 208.9800000 207.4900000 208.3900000 5647200
GAZP 60 20221007 170000 208.3800000 208.5500000 205.5700000 205.6500000 7439940
GAZP 60 20221007 180000 205.6400000 206.7500000 200.8800000 202.8000000 13042610
GAZP 60 20221007 190000 202.9000000 203.5000000 200.1300000 201.4000000 11754220
GAZP 60 20221007 200000 200.8300000 202.9000000 197.3300000 198.7000000 6671760
GAZP 60 20221007 210000 198.7000000 201.9000000 198.0300000 200.2200000 4310540
GAZP 60 20221007 220000 200.2200000 200.4900000 198.2000000 198.6000000 3278290
GAZP 60 20221007 230000 198.5000000 198.6400000 197.1000000 197.8000000 4006390
GAZP 60 20221008 000000 197.7900000 197.8000000 195.0100000 195.1500000 6824720
GAZP 60 20221010 110000 164.9800000 166.0000000 137.1000000 158.3900000 49109190
GAZP 60 20221010 120000 158.4900000 163.2000000 158.2400000 160.9300000 24931870
GAZP 60 20221010 130000 160.9300000 161.9700000 159.3100000 160.5900000 7852070
GAZP 60 20221010 140000 160.6000000 162.0000000 160.3600000 161.9600000 5226400
GAZP 60 20221010 150000 161.8600000 163.3800000 161.5200000 162.1700000 6339180
GAZP 60 20221010 160000 162.1900000 164.3800000 161.0000000 164.3000000 6159270
GAZP 60 20221010 170000 164.2700000 165.0000000 163.5000000 163.5600000 6663240
GAZP 60 20221010 180000 163.5500000 164.0000000 162.4000000 163.8000000 4814310
GAZP 60 20221010 190000 163.9100000 164.0000000 163.0200000 163.8000000 1693130
GAZP 60 20221010 200000 163.8000000 164.6700000 163.0000000 163.2500000 1381130
GAZP 60 20221010 210000 163.2500000 164.2900000 163.2400000 164.0800000 972280
GAZP 60 20221010 220000 164.0000000 164.1300000 163.6200000 163.9400000 525320
GAZP 60 20221010 230000 163.8800000 164.5000000 163.8600000 164.1600000 685720
GAZP 60 20221011 000000 164.1000000 164.2300000 163.4500000 163.8900000 504050
GAZP 60 20221011 110000 163.9000000 165.2000000 160.0000000 160.6900000 12577940
GAZP 60 20221011 120000 160.6200000 162.6500000 159.6200000 162.4700000 4525290
GAZP 60 20221011 130000 162.5100000 163.4400000 162.0000000 163.2600000 3168400
GAZP 60 20221011 140000 163.1700000 163.2600000 162.0000000 162.5400000 1656350
GAZP 60 20221011 150000 162.5700000 163.5000000 162.3800000 163.5000000 1926670
GAZP 60 20221011 160000 163.5000000 163.5000000 162.0000000 162.8700000 2819450
GAZP 60 20221011 170000 162.8700000 163.3900000 162.3600000 163.1500000 1794420
